Date,FundISIN,FundNAV
2021-05-25,LU0358729142,149.7658
2021-05-24,LU0358729142,149.3488
2021-05-21,LU0358729142,149.393
2021-05-20,LU0358729142,149.0062
2021-05-19,LU0358729142,149.2328
2021-05-18,LU0358729142,149.4832
2021-05-17,LU0358729142,149.2136
2021-05-14,LU0358729142,149.4692
2021-05-13,LU0358729142,149.2232
2021-05-12,LU0358729142,149.6842
2021-05-11,LU0358729142,150.0233
2021-05-10,LU0358729142,150.1471
2021-05-07,LU0358729142,149.418
2021-05-06,LU0358729142,149.0587
2021-05-05,LU0358729142,148.7421
2021-05-04,LU0358729142,148.6068
2021-05-03,LU0358729142,148.7916
2021-04-30,LU0358729142,149.0533
2021-04-29,LU0358729142,149.1603
2021-04-28,LU0358729142,148.7891
2021-04-27,LU0358729142,148.8738
2021-04-26,LU0358729142,148.8505
2021-04-23,LU0358729142,148.6522
2021-04-22,LU0358729142,148.7839
2021-04-21,LU0358729142,148.4963
2021-04-20,LU0358729142,148.5605
2021-04-19,LU0358729142,148.3303
2021-04-16,LU0358729142,148.0945
2021-04-15,LU0358729142,147.6264
2021-04-14,LU0358729142,147.678
2021-04-13,LU0358729142,147.3467
2021-04-12,LU0358729142,147.4884
2021-04-09,LU0358729142,147.4411
2021-04-08,LU0358729142,147.5865
2021-04-07,LU0358729142,147.6234
2021-04-06,LU0358729142,147.4242
2021-04-01,LU0358729142,146.6947
2021-03-31,LU0358729142,146.7034
2021-03-30,LU0358729142,146.5156
2021-03-29,LU0358729142,147.0648
2021-03-26,LU0358729142,147.3314
2021-03-25,LU0358729142,147.2668
2021-03-24,LU0358729142,147.3862
2021-03-23,LU0358729142,147.4012
2021-03-22,LU0358729142,147.4227
2021-03-19,LU0358729142,147.1666
2021-03-18,LU0358729142,147.1988
2021-03-17,LU0358729142,146.8993
2021-03-16,LU0358729142,146.9753
2021-03-15,LU0358729142,146.4126
2021-03-12,LU0358729142,146.7529
2021-03-11,LU0358729142,147.0815
2021-03-10,LU0358729142,146.429
2021-03-09,LU0358729142,146.5662
2021-03-08,LU0358729142,146.4088
2021-03-05,LU0358729142,148.2748
2021-03-04,LU0358729142,149.1263
2021-03-03,LU0358729142,149.6198
2021-03-02,LU0358729142,149.1254
2021-03-01,LU0358729142,149.4022
2021-02-26,LU0358729142,149.3936
2021-02-25,LU0358729142,150.7855
2021-02-24,LU0358729142,150.9413
2021-02-23,LU0358729142,150.9625
2021-02-22,LU0358729142,150.8272
2021-02-19,LU0358729142,152.0088
2021-02-18,LU0358729142,151.7073
2021-02-17,LU0358729142,151.9883
2021-02-16,LU0358729142,152.6598
2021-02-15,LU0358729142,152.9929
2021-02-12,LU0358729142,152.8422
2021-02-11,LU0358729142,153.2997
2021-02-10,LU0358729142,153.1503
2021-02-09,LU0358729142,152.6005
2021-02-08,LU0358729142,152.0425
2021-02-05,LU0358729142,152.2507
2021-02-04,LU0358729142,152.332
2021-02-03,LU0358729142,152.7927
2021-02-02,LU0358729142,153.1594
2021-02-01,LU0358729142,152.4801
2021-01-29,LU0358729142,152.9803
2021-01-28,LU0358729142,152.4662
2021-01-27,LU0358729142,152.69
2021-01-26,LU0358729142,152.962
2021-01-25,LU0358729142,153.0034
2021-01-22,LU0358729142,152.8379
2021-01-21,LU0358729142,153.7421
2021-01-20,LU0358729142,153.1498
2021-01-19,LU0358729142,152.9104
2021-01-18,LU0358729142,152.9874
2021-01-15,LU0358729142,153.4442
2021-01-14,LU0358729142,153.219
2021-01-13,LU0358729142,153.5217
2021-01-12,LU0358729142,153.1106
2021-01-11,LU0358729142,152.9414
2021-01-08,LU0358729142,153.9699
2021-01-07,LU0358729142,154.258
2021-01-06,LU0358729142,155.0067
2021-01-05,LU0358729142,154.907
2021-01-04,LU0358729142,155.102
2020-12-31,LU0358729142,154.2214
2020-12-30,LU0358729142,153.9902
2020-12-29,LU0358729142,153.3605
2020-12-28,LU0358729142,153.3393
2020-12-23,LU0358729142,152.3436
2020-12-22,LU0358729142,152.3051
2020-12-21,LU0358729142,152.2698
2020-12-18,LU0358729142,153.1076
2020-12-17,LU0358729142,153.0575
2020-12-16,LU0358729142,152.359
2020-12-15,LU0358729142,152.2314
2020-12-14,LU0358729142,152.1656
2020-12-11,LU0358729142,151.9787
2020-12-10,LU0358729142,152.3984
2020-12-09,LU0358729142,152.1922
2020-12-08,LU0358729142,152.0334
2020-12-07,LU0358729142,151.822
2020-12-04,LU0358729142,152.1219
2020-12-03,LU0358729142,151.2888
2020-12-02,LU0358729142,150.8321
2020-12-01,LU0358729142,150.6243
2020-11-30,LU0358729142,150.8398
2020-11-27,LU0358729142,150.5322
2020-11-26,LU0358729142,150.579
2020-11-25,LU0358729142,150.4688
2020-11-24,LU0358729142,150.0961
2020-11-23,LU0358729142,150.3364
2020-11-20,LU0358729142,150.0453
2020-11-19,LU0358729142,149.7983
2020-11-18,LU0358729142,150.615
2020-11-17,LU0358729142,150.3637
2020-11-16,LU0358729142,149.8797
2020-11-13,LU0358729142,149.6255
2020-11-12,LU0358729142,149.304
2020-11-11,LU0358729142,149.3914
2020-11-10,LU0358729142,149.6928
2020-11-09,LU0358729142,150.4656
2020-11-06,LU0358729142,149.655
2020-11-05,LU0358729142,149.1574
2020-11-04,LU0358729142,147.5534
2020-11-03,LU0358729142,147.2686
2020-11-02,LU0358729142,147.0714
2020-10-30,LU0358729142,147.0968
2020-10-29,LU0358729142,146.9403
2020-10-28,LU0358729142,146.968
2020-10-27,LU0358729142,147.7956
2020-10-26,LU0358729142,147.3658
2020-10-23,LU0358729142,147.6478
2020-10-22,LU0358729142,147.8153
2020-10-21,LU0358729142,147.6315
2020-10-20,LU0358729142,147.2279
2020-10-19,LU0358729142,147.243
2020-10-16,LU0358729142,146.9314
2020-10-15,LU0358729142,146.6009
2020-10-14,LU0358729142,146.6005
2020-10-13,LU0358729142,146.4116
2020-10-12,LU0358729142,146.3723
2020-10-09,LU0358729142,146.7881
2020-10-08,LU0358729142,146.4784
2020-10-07,LU0358729142,145.9183
2020-10-06,LU0358729142,145.9077
2020-10-05,LU0358729142,145.8116
2020-10-02,LU0358729142,145.4507
2020-10-01,LU0358729142,145.3544
2020-09-30,LU0358729142,144.8677
2020-09-29,LU0358729142,144.846
2020-09-28,LU0358729142,144.5622
2020-09-25,LU0358729142,144.7814
2020-09-24,LU0358729142,144.7752
2020-09-23,LU0358729142,145.4724
2020-09-22,LU0358729142,145.7594
2020-09-21,LU0358729142,146.0686
2020-09-18,LU0358729142,145.9714
2020-09-17,LU0358729142,145.493
2020-09-16,LU0358729142,146.0852
2020-09-15,LU0358729142,145.2381
2020-09-14,LU0358729142,144.6252
2020-09-11,LU0358729142,144.1969
2020-09-10,LU0358729142,144.3765
2020-09-09,LU0358729142,144.2241
2020-09-08,LU0358729142,143.9427
2020-09-07,LU0358729142,144.255
2020-09-04,LU0358729142,144.3072
2020-09-03,LU0358729142,144.3885
2020-09-02,LU0358729142,144.7433
2020-09-01,LU0358729142,145.0124
2020-08-31,LU0358729142,144.5722
2020-08-28,LU0358729142,144.5579
2020-08-27,LU0358729142,144.6157
2020-08-26,LU0358729142,144.5218
2020-08-25,LU0358729142,144.6814
2020-08-24,LU0358729142,144.7068
2020-08-21,LU0358729142,144.194
2020-08-20,LU0358729142,144.4724
2020-08-19,LU0358729142,145.0554
2020-08-18,LU0358729142,144.8434
2020-08-17,LU0358729142,144.6066
2020-08-14,LU0358729142,144.7765
2020-08-13,LU0358729142,144.7378
2020-08-12,LU0358729142,144.6477
2020-08-11,LU0358729142,144.8029
2020-08-10,LU0358729142,144.5497
2020-08-07,LU0358729142,144.8049
2020-08-06,LU0358729142,145.0802
2020-08-05,LU0358729142,144.9865
2020-08-04,LU0358729142,144.0447
2020-08-03,LU0358729142,143.9739
2020-07-31,LU0358729142,144.0565
2020-07-30,LU0358729142,143.6839
2020-07-29,LU0358729142,143.544
2020-07-28,LU0358729142,143.511
2020-07-27,LU0358729142,143.224
2020-07-24,LU0358729142,142.8345
2020-07-23,LU0358729142,142.7787
2020-07-22,LU0358729142,142.8451
2020-07-21,LU0358729142,142.4128
2020-07-20,LU0358729142,141.848
2020-07-17,LU0358729142,141.7917
2020-07-16,LU0358729142,141.6881
2020-07-15,LU0358729142,141.5966
2020-07-14,LU0358729142,141.1891
2020-07-13,LU0358729142,141.2
2020-07-10,LU0358729142,141.6111
2020-07-09,LU0358729142,141.7883
2020-07-08,LU0358729142,141.6377
2020-07-07,LU0358729142,141.4532
2020-07-06,LU0358729142,141.5725
2020-07-03,LU0358729142,141.1104
2020-07-02,LU0358729142,141.3221
2020-07-01,LU0358729142,141.1029
2020-06-30,LU0358729142,140.9771
2020-06-29,LU0358729142,141.2176
2020-06-26,LU0358729142,141.0538
2020-06-25,LU0358729142,140.851
2020-06-24,LU0358729142,141.0098
2020-06-23,LU0358729142,140.6234
2020-06-22,LU0358729142,140.4047
2020-06-19,LU0358729142,140.6647
2020-06-18,LU0358729142,140.4952
2020-06-17,LU0358729142,140.3166
2020-06-16,LU0358729142,140.5304
2020-06-15,LU0358729142,140.2475
2020-06-12,LU0358729142,140.8756
2020-06-11,LU0358729142,141.2421
2020-06-10,LU0358729142,141.3975
2020-06-09,LU0358729142,140.6395
2020-06-08,LU0358729142,140.729
2020-06-05,LU0358729142,140.3653
2020-06-04,LU0358729142,140.016
2020-06-03,LU0358729142,140.2408
2020-06-02,LU0358729142,139.8823
2020-06-01,LU0358729142,139.0263
2020-05-29,LU0358729142,138.7966
2020-05-28,LU0358729142,138.4172
2020-05-27,LU0358729142,138.2819
2020-05-26,LU0358729142,138.7924
2020-05-25,LU0358729142,138.5891
2020-05-22,LU0358729142,138.4706
2020-05-21,LU0358729142,138.8435
2020-05-20,LU0358729142,138.7702
2020-05-19,LU0358729142,138.1682
2020-05-18,LU0358729142,137.6512
2020-05-15,LU0358729142,137.6664
2020-05-14,LU0358729142,137.4333
2020-05-13,LU0358729142,138.0711
2020-05-12,LU0358729142,137.6693
2020-05-11,LU0358729142,137.5586
2020-05-08,LU0358729142,138.006
2020-05-07,LU0358729142,137.4398
2020-05-06,LU0358729142,137.4086
2020-05-05,LU0358729142,137.6975
2020-05-04,LU0358729142,137.6852
2020-05-01,LU0358729142,137.8017
2020-04-30,LU0358729142,137.664
2020-04-29,LU0358729142,136.9277
2020-04-28,LU0358729142,136.0066
2020-04-27,LU0358729142,136.5876
2020-04-24,LU0358729142,135.7892
2020-04-23,LU0358729142,136.3505
2020-04-22,LU0358729142,135.4027
2020-04-21,LU0358729142,135.8743
2020-04-20,LU0358729142,135.7944
2020-04-17,LU0358729142,136.3427
2020-04-16,LU0358729142,135.6864
2020-04-15,LU0358729142,135.4344
2020-04-14,LU0358729142,135.3871
2020-04-09,LU0358729142,134.8221
2020-04-08,LU0358729142,133.1366
2020-04-07,LU0358729142,132.6804
2020-04-06,LU0358729142,131.6024
2020-04-03,LU0358729142,132.7293
2020-04-02,LU0358729142,132.876
2020-04-01,LU0358729142,131.0858
2020-03-31,LU0358729142,131.6749
2020-03-30,LU0358729142,132.9228
2020-03-27,LU0358729142,132.7206
2020-03-26,LU0358729142,132.297
2020-03-25,LU0358729142,130.3366
2020-03-24,LU0358729142,129.6307
2020-03-23,LU0358729142,128.9039
2020-03-20,LU0358729142,130.1043
2020-03-19,LU0358729142,129.3517
2020-03-18,LU0358729142,132.898
2020-03-17,LU0358729142,134.5312
2020-03-16,LU0358729142,135.6022
2020-03-13,LU0358729142,136.4233
2020-03-12,LU0358729142,138.307
2020-03-11,LU0358729142,140.5771
2020-03-10,LU0358729142,140.6681
2020-03-09,LU0358729142,141.2167
2020-03-06,LU0358729142,141.4576
2020-03-05,LU0358729142,141.3726
2020-03-04,LU0358729142,141.6315
2020-03-03,LU0358729142,139.793
2020-03-02,LU0358729142,140.0374
2020-02-28,LU0358729142,139.5179
2020-02-27,LU0358729142,139.4596
2020-02-26,LU0358729142,139.3567
2020-02-25,LU0358729142,139.2124
2020-02-24,LU0358729142,138.9259
2020-02-21,LU0358729142,139.4913
2020-02-20,LU0358729142,139.1099
2020-02-19,LU0358729142,139.8186
2020-02-18,LU0358729142,139.8174
2020-02-17,LU0358729142,140.0192
2020-02-14,LU0358729142,139.8518
2020-02-13,LU0358729142,140.0432
2020-02-12,LU0358729142,140.0726
2020-02-11,LU0358729142,139.9056
2020-02-10,LU0358729142,139.4876
2020-02-07,LU0358729142,139.481
2020-02-06,LU0358729142,139.5965
2020-02-05,LU0358729142,139.5945
2020-02-04,LU0358729142,139.271
2020-02-03,LU0358729142,139.5013
2020-01-31,LU0358729142,139.1874
2020-01-30,LU0358729142,139.3087
2020-01-29,LU0358729142,139.7282
2020-01-28,LU0358729142,140.1675
2020-01-27,LU0358729142,139.5897
2020-01-24,LU0358729142,140.1904
2020-01-23,LU0358729142,139.9075
2020-01-22,LU0358729142,140.1514
2020-01-21,LU0358729142,139.7009
2020-01-20,LU0358729142,139.8767
2020-01-17,LU0358729142,140.1864
2020-01-16,LU0358729142,139.8963
2020-01-15,LU0358729142,140.1354
2020-01-14,LU0358729142,140.3285
2020-01-13,LU0358729142,139.9819
2020-01-10,LU0358729142,139.4606
2020-01-09,LU0358729142,139.2028
2020-01-08,LU0358729142,138.7678
2020-01-07,LU0358729142,138.7984
2020-01-06,LU0358729142,138.6252
2020-01-03,LU0358729142,138.4204
2020-01-02,LU0358729142,138.8247
2019-12-31,LU0358729142,138.8962
2019-12-30,LU0358729142,138.6209
2019-12-27,LU0358729142,138.1632
2019-12-23,LU0358729142,137.5594
2019-12-20,LU0358729142,137.5414
2019-12-19,LU0358729142,137.2023
2019-12-18,LU0358729142,137.2096
2019-12-17,LU0358729142,137.2634
2019-12-16,LU0358729142,137.5105
2019-12-13,LU0358729142,137.457
2019-12-12,LU0358729142,136.3674
2019-12-11,LU0358729142,136.2614
2019-12-10,LU0358729142,136.1686
2019-12-09,LU0358729142,136.1712
2019-12-06,LU0358729142,136.1615
2019-12-05,LU0358729142,135.8789
2019-12-04,LU0358729142,135.7971
2019-12-03,LU0358729142,135.3802
2019-12-02,LU0358729142,135.6906
2019-11-29,LU0358729142,136.1834
2019-11-28,LU0358729142,136.1496
2019-11-27,LU0358729142,136.1724
2019-11-26,LU0358729142,136.0144
2019-11-25,LU0358729142,136.1447
2019-11-22,LU0358729142,136.1129
2019-11-21,LU0358729142,136.3542
2019-11-20,LU0358729142,136.495
2019-11-19,LU0358729142,136.131
2019-11-18,LU0358729142,136.1979
2019-11-15,LU0358729142,136.1568
2019-11-14,LU0358729142,135.9424
2019-11-13,LU0358729142,135.8637
2019-11-12,LU0358729142,136.0738
2019-11-11,LU0358729142,136.0374
2019-11-08,LU0358729142,136.3146
2019-11-07,LU0358729142,136.7351
2019-11-06,LU0358729142,136.6276
2019-11-05,LU0358729142,136.8637
2019-11-04,LU0358729142,136.4146
2019-11-01,LU0358729142,136.4446
2019-10-31,LU0358729142,136.0956
2019-10-30,LU0358729142,135.8127
2019-10-29,LU0358729142,135.7931
2019-10-28,LU0358729142,135.7811
2019-10-25,LU0358729142,135.8872
2019-10-24,LU0358729142,136.0004
2019-10-23,LU0358729142,136.0973
2019-10-22,LU0358729142,135.9278
2019-10-21,LU0358729142,135.9169
2019-10-18,LU0358729142,135.8185
2019-10-17,LU0358729142,135.7319
2019-10-16,LU0358729142,135.487
2019-10-15,LU0358729142,135.6842
2019-10-14,LU0358729142,135.8572
2019-10-11,LU0358729142,135.725
2019-10-10,LU0358729142,135.6327
2019-10-09,LU0358729142,135.6628
2019-10-08,LU0358729142,135.6108
2019-10-07,LU0358729142,135.6969
2019-10-04,LU0358729142,135.8244
2019-10-03,LU0358729142,135.1938
2019-10-02,LU0358729142,134.8145
2019-10-01,LU0358729142,134.7502
2019-09-30,LU0358729142,134.9329
2019-09-27,LU0358729142,135.0128
2019-09-26,LU0358729142,134.8262
2019-09-25,LU0358729142,135.0204
2019-09-24,LU0358729142,135.3003
2019-09-23,LU0358729142,135.193
2019-09-20,LU0358729142,135.4635
2019-09-19,LU0358729142,135.2585
2019-09-18,LU0358729142,135.5356
2019-09-17,LU0358729142,135.2624
2019-09-16,LU0358729142,135.4339
2019-09-13,LU0358729142,135.8952
2019-09-12,LU0358729142,135.9549
2019-09-11,LU0358729142,135.376
2019-09-10,LU0358729142,135.7493
2019-09-09,LU0358729142,135.8791
2019-09-06,LU0358729142,135.8247
2019-09-05,LU0358729142,135.7125
2019-09-04,LU0358729142,135.3514
2019-09-03,LU0358729142,134.7554
2019-09-02,LU0358729142,135.0356
2019-08-30,LU0358729142,135.4518
2019-08-29,LU0358729142,135.4532
2019-08-28,LU0358729142,135.3291
2019-08-27,LU0358729142,135.4141
2019-08-26,LU0358729142,135.4163
2019-08-23,LU0358729142,135.1774
2019-08-22,LU0358729142,135.3682
2019-08-21,LU0358729142,135.2162
2019-08-20,LU0358729142,135.5617
2019-08-19,LU0358729142,135.7435
2019-08-16,LU0358729142,136.0835
2019-08-15,LU0358729142,135.6012
2019-08-14,LU0358729142,135.4363
2019-08-13,LU0358729142,135.1107
2019-08-12,LU0358729142,135.3012
2019-08-09,LU0358729142,135.5711
2019-08-08,LU0358729142,135.4955
2019-08-07,LU0358729142,134.7213
2019-08-06,LU0358729142,134.5573
2019-08-05,LU0358729142,134.5523
2019-08-02,LU0358729142,135.3211
2019-08-01,LU0358729142,135.4975
2019-07-31,LU0358729142,136.2642
2019-07-30,LU0358729142,136.2331
2019-07-29,LU0358729142,136.0875
2019-07-26,LU0358729142,136.2278
2019-07-25,LU0358729142,136.4235
2019-07-24,LU0358729142,136.2753
2019-07-23,LU0358729142,136.268
2019-07-22,LU0358729142,136.5443
2019-07-19,LU0358729142,136.6603
2019-07-18,LU0358729142,136.4469
2019-07-17,LU0358729142,136.4232
2019-07-16,LU0358729142,136.3521
2019-07-15,LU0358729142,136.2579
2019-07-12,LU0358729142,135.7982
2019-07-11,LU0358729142,136.0483
2019-07-10,LU0358729142,135.4313
2019-07-09,LU0358729142,135.3398
2019-07-08,LU0358729142,135.7029
2019-07-05,LU0358729142,135.9271
2019-07-04,LU0358729142,135.9525
2019-07-03,LU0358729142,135.3576
2019-07-02,LU0358729142,135.1187
2019-07-01,LU0358729142,135.1176
2019-06-28,LU0358729142,134.9942
2019-06-27,LU0358729142,134.6707
2019-06-26,LU0358729142,134.6098
2019-06-25,LU0358729142,134.8378
2019-06-24,LU0358729142,134.7452
2019-06-21,LU0358729142,134.1367
2019-06-20,LU0358729142,134.5417
2019-06-19,LU0358729142,133.0704
2019-06-18,LU0358729142,132.455
2019-06-17,LU0358729142,132.2011
2019-06-14,LU0358729142,132.3107
2019-06-13,LU0358729142,132.2835
2019-06-12,LU0358729142,132.1911
2019-06-11,LU0358729142,132.1361
2019-06-10,LU0358729142,131.776
2019-06-07,LU0358729142,131.992
2019-06-06,LU0358729142,132.0704
2019-06-05,LU0358729142,132.0348
2019-06-04,LU0358729142,131.5726
2019-06-03,LU0358729142,131.3387
2019-05-31,LU0358729142,130.6078
2019-05-30,LU0358729142,130.0971
2019-05-29,LU0358729142,130.0175
2019-05-28,LU0358729142,129.5879
2019-05-27,LU0358729142,129.8901
2019-05-24,LU0358729142,129.796
2019-05-23,LU0358729142,129.2819
2019-05-22,LU0358729142,128.9211
2019-05-21,LU0358729142,128.876
2019-05-20,LU0358729142,128.9029
2019-05-17,LU0358729142,128.904
2019-05-16,LU0358729142,129.2667
2019-05-15,LU0358729142,129.0471
2019-05-14,LU0358729142,129.107
2019-05-13,LU0358729142,129.2658
2019-05-10,LU0358729142,129.7291
2019-05-09,LU0358729142,129.4359
2019-05-08,LU0358729142,130.1458
2019-05-07,LU0358729142,130.1248
2019-05-06,LU0358729142,130.1359
2019-05-03,LU0358729142,130.3445
2019-05-02,LU0358729142,130.6056
2019-05-01,LU0358729142,130.8527
2019-04-30,LU0358729142,130.6301
2019-04-29,LU0358729142,130.5933
2019-04-26,LU0358729142,130.5536
2019-04-25,LU0358729142,130.2438
2019-04-24,LU0358729142,130.8281
2019-04-23,LU0358729142,131.1584
2019-04-18,LU0358729142,131.7503
2019-04-17,LU0358729142,131.8001
2019-04-16,LU0358729142,131.7224
2019-04-15,LU0358729142,132.0615
2019-04-12,LU0358729142,132.2125
2019-04-11,LU0358729142,132.0175
2019-04-10,LU0358729142,132.1158
2019-04-09,LU0358729142,132.196
2019-04-08,LU0358729142,131.9966
2019-04-05,LU0358729142,132.4938
2019-04-04,LU0358729142,132.436
2019-04-03,LU0358729142,132.4886
2019-04-02,LU0358729142,132.5268
2019-04-01,LU0358729142,132.4589
2019-03-29,LU0358729142,132.7291
2019-03-28,LU0358729142,132.5181
2019-03-27,LU0358729142,132.5621
2019-03-26,LU0358729142,132.6405
2019-03-25,LU0358729142,132.7621
2019-03-22,LU0358729142,132.5901
2019-03-21,LU0358729142,132.7432
2019-03-20,LU0358729142,132.2208
2019-03-19,LU0358729142,131.7364
2019-03-18,LU0358729142,131.755
2019-03-15,LU0358729142,131.3936
2019-03-14,LU0358729142,131.0645
2019-03-13,LU0358729142,131.3192
2019-03-12,LU0358729142,131.2694
2019-03-11,LU0358729142,131.0065
2019-03-08,LU0358729142,130.9482
2019-03-07,LU0358729142,131.06
2019-03-06,LU0358729142,130.8001
2019-03-05,LU0358729142,131.0224
2019-03-04,LU0358729142,131.0096
2019-03-01,LU0358729142,131.0421
2019-02-28,LU0358729142,131.3899
2019-02-27,LU0358729142,131.8435
2019-02-26,LU0358729142,131.7232
2019-02-25,LU0358729142,131.7837
2019-02-22,LU0358729142,131.303
2019-02-21,LU0358729142,131.4104
2019-02-20,LU0358729142,131.3007
2019-02-19,LU0358729142,130.8775
2019-02-18,LU0358729142,130.8407
2019-02-15,LU0358729142,130.8217
2019-02-14,LU0358729142,131.0301
2019-02-13,LU0358729142,131.2668
2019-02-12,LU0358729142,131.1709
2019-02-11,LU0358729142,131.276
2019-02-08,LU0358729142,131.4528
2019-02-07,LU0358729142,131.1531
2019-02-06,LU0358729142,131.5158
2019-02-05,LU0358729142,131.4289
2019-02-04,LU0358729142,131.26
2019-02-01,LU0358729142,131.4764
2019-01-31,LU0358729142,131.4904
2019-01-30,LU0358729142,130.4838
2019-01-29,LU0358729142,130.4521
2019-01-28,LU0358729142,130.4213
2019-01-25,LU0358729142,130.2405
2019-01-24,LU0358729142,129.5212
2019-01-23,LU0358729142,129.3875
2019-01-22,LU0358729142,129.299
2019-01-21,LU0358729142,129.3475
2019-01-18,LU0358729142,129.9018
2019-01-17,LU0358729142,130.0448
2019-01-16,LU0358729142,130.3056
2019-01-15,LU0358729142,130.3228
2019-01-14,LU0358729142,130.189
2019-01-11,LU0358729142,130.3703
2019-01-10,LU0358729142,130.1881
2019-01-09,LU0358729142,129.5417
2019-01-08,LU0358729142,129.3005
2019-01-07,LU0358729142,129.7551
2019-01-04,LU0358729142,129.2982
2019-01-03,LU0358729142,128.9399
2019-01-02,LU0358729142,128.9047
2018-12-31,LU0358729142,128.9039
2018-12-28,LU0358729142,128.4408
2018-12-27,LU0358729142,128.254
2018-12-21,LU0358729142,127.6699
2018-12-20,LU0358729142,127.9249
2018-12-19,LU0358729142,127.7138
2018-12-18,LU0358729142,127.2063
2018-12-17,LU0358729142,126.7218
2018-12-14,LU0358729142,126.682
2018-12-13,LU0358729142,127.1615
2018-12-12,LU0358729142,126.8153
2018-12-11,LU0358729142,126.8176
2018-12-10,LU0358729142,126.8764
2018-12-07,LU0358729142,127.4335
2018-12-06,LU0358729142,127.3419
2018-12-05,LU0358729142,127.7652
2018-12-04,LU0358729142,127.8775
2018-12-03,LU0358729142,127.3815
2018-11-30,LU0358729142,126.7326
2018-11-29,LU0358729142,126.5497
2018-11-28,LU0358729142,125.9151
2018-11-27,LU0358729142,125.8205
2018-11-26,LU0358729142,125.8704
2018-11-23,LU0358729142,125.6822
2018-11-22,LU0358729142,125.8388
2018-11-21,LU0358729142,125.4543
2018-11-20,LU0358729142,125.5255
2018-11-19,LU0358729142,125.4339
2018-11-16,LU0358729142,125.1271
2018-11-15,LU0358729142,124.7841
2018-11-14,LU0358729142,124.311
2018-11-13,LU0358729142,124.1656
2018-11-12,LU0358729142,124.0369
2018-11-09,LU0358729142,124.4905
2018-11-08,LU0358729142,124.8671
2018-11-07,LU0358729142,124.7005
2018-11-06,LU0358729142,124.1414
2018-11-05,LU0358729142,123.7295
2018-11-02,LU0358729142,124.1266
2018-11-01,LU0358729142,123.2708
2018-10-31,LU0358729142,122.5534
2018-10-30,LU0358729142,122.6414
2018-10-29,LU0358729142,122.8221
2018-10-26,LU0358729142,122.5328
2018-10-25,LU0358729142,122.8295
2018-10-24,LU0358729142,122.6139
2018-10-23,LU0358729142,122.3718
2018-10-22,LU0358729142,122.4453
2018-10-19,LU0358729142,122.6727
2018-10-18,LU0358729142,122.5703
2018-10-17,LU0358729142,122.6408
2018-10-16,LU0358729142,122.7095
2018-10-15,LU0358729142,122.4843
2018-10-12,LU0358729142,122.4426
2018-10-11,LU0358729142,122.4074
2018-10-10,LU0358729142,122.0331
2018-10-09,LU0358729142,121.8413
2018-10-08,LU0358729142,122.1032
2018-10-05,LU0358729142,122.538
2018-10-04,LU0358729142,122.5247
2018-10-03,LU0358729142,123.4106
2018-10-02,LU0358729142,123.5734
2018-10-01,LU0358729142,123.9923
2018-09-28,LU0358729142,123.9798
2018-09-27,LU0358729142,123.7595
2018-09-26,LU0358729142,123.586
2018-09-25,LU0358729142,123.4787
2018-09-24,LU0358729142,123.6513
2018-09-21,LU0358729142,123.7095
2018-09-20,LU0358729142,123.8019
2018-09-19,LU0358729142,123.563
2018-09-18,LU0358729142,123.4231
2018-09-17,LU0358729142,123.4618
2018-09-14,LU0358729142,123.7099
2018-09-13,LU0358729142,123.8892
2018-09-12,LU0358729142,123.4566
2018-09-11,LU0358729142,123.5108
2018-09-10,LU0358729142,123.7225
2018-09-07,LU0358729142,123.9804
2018-09-06,LU0358729142,124.0893
2018-09-05,LU0358729142,124.2206
2018-09-04,LU0358729142,124.4794
2018-09-03,LU0358729142,124.9382
2018-08-31,LU0358729142,125.0537
2018-08-30,LU0358729142,125.2714
2018-08-29,LU0358729142,125.2747
2018-08-28,LU0358729142,125.7262
2018-08-27,LU0358729142,125.4371
2018-08-24,LU0358729142,125.1701
2018-08-23,LU0358729142,124.875
2018-08-22,LU0358729142,125.1806
2018-08-21,LU0358729142,125.1633
2018-08-20,LU0358729142,124.8306
2018-08-17,LU0358729142,124.6053
2018-08-16,LU0358729142,124.2622
2018-08-15,LU0358729142,124.0048
2018-08-14,LU0358729142,124.438
2018-08-13,LU0358729142,124.495
2018-08-10,LU0358729142,125.0713
2018-08-09,LU0358729142,125.4345
2018-08-08,LU0358729142,125.1936
2018-08-07,LU0358729142,125.2351
2018-08-06,LU0358729142,124.8657
2018-08-03,LU0358729142,124.8647
2018-08-02,LU0358729142,124.7924
2018-08-01,LU0358729142,125.29
2018-07-31,LU0358729142,125.0624
2018-07-30,LU0358729142,125.059
2018-07-27,LU0358729142,124.9821
2018-07-26,LU0358729142,124.9885
2018-07-25,LU0358729142,124.9773
2018-07-24,LU0358729142,124.5593
2018-07-23,LU0358729142,124.5853
2018-07-20,LU0358729142,124.8137
2018-07-19,LU0358729142,124.4903
2018-07-18,LU0358729142,124.9515
2018-07-17,LU0358729142,125.2544
2018-07-16,LU0358729142,125.25
2018-07-13,LU0358729142,124.8655
2018-07-12,LU0358729142,125.2423
2018-07-11,LU0358729142,125.3343
2018-07-10,LU0358729142,125.5791
2018-07-09,LU0358729142,125.7731
2018-07-06,LU0358729142,125.3676
2018-07-05,LU0358729142,125.149
2018-07-04,LU0358729142,125.2289
2018-07-03,LU0358729142,125.1966
2018-07-02,LU0358729142,124.8997
